peak_name,year,season,sex,success,died,injury_type
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1978,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,FALSE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Spring,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,Avalanche
Ama Dablam,1979,Autumn,M,FALSE,FALSE,Avalanche
Ama Dablam,1979,Autumn,M,FALSE,TRUE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1979,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1980,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1980,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,FALSE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,FALSE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,FALSE,FALSE,NA
Ama Dablam,1981,Spring,M,FALSE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,FALSE,FALSE,NA
Ama Dablam,1981,Spring,M,TRUE,FALSE,NA
Ama Dablam,1981,Spring,M,FALSE,FALSE,NA
Ama Dablam,1981,Spring,M,FALSE,FALSE,NA
Ama Dablam,1981,Spring,F,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1981,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1981,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,Exposure / frostbite
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1981,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Spring,F,FALSE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Spring,F,TRUE,FALSE,NA
Ama Dablam,1982,Winter,M,FALSE,FALSE,NA
Ama Dablam,1982,Winter,M,FALSE,FALSE,NA
Ama Dablam,1982,Winter,M,FALSE,FALSE,NA
Ama Dablam,1982,Winter,M,FALSE,FALSE,NA
Ama Dablam,1982,Winter,M,FALSE,FALSE,NA
Ama Dablam,1982,Winter,M,FALSE,FALSE,NA
Ama Dablam,1983,Spring,M,TRUE,FALSE,Exposure / frostbite
Ama Dablam,1983,Spring,M,TRUE,FALSE,NA
Ama Dablam,1983,Spring,M,FALSE,FALSE,NA
Ama Dablam,1983,Spring,M,FALSE,FALSE,NA
Ama Dablam,1983,Spring,M,FALSE,FALSE,NA
Ama Dablam,1983,Spring,M,TRUE,FALSE,NA
Ama Dablam,1983,Spring,M,TRUE,FALSE,NA
Ama Dablam,1983,Spring,F,FALSE,FALSE,NA
Ama Dablam,1983,Spring,F,FALSE,FALSE,NA
Ama Dablam,1983,Spring,M,FALSE,FALSE,NA
Ama Dablam,1983,Autumn,F,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,FALSE,TRUE,NA
Ama Dablam,1983,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,F,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,F,FALSE,TRUE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1983,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,F,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1983,Winter,M,TRUE,FALSE,NA
Ama Dablam,1983,Winter,M,TRUE,FALSE,NA
Ama Dablam,1983,Winter,M,TRUE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,F,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,F,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,FALSE,FALSE,NA
Ama Dablam,1984,Spring,M,TRUE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,M,FALSE,FALSE,NA
Ama Dablam,1984,Winter,F,FALSE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,FALSE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,TRUE,NA
Ama Dablam,1985,Spring,M,FALSE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,TRUE,FALSE,NA
Ama Dablam,1985,Spring,M,FALSE,FALSE,Illness (non-AMS)
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1985,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1985,Winter,M,TRUE,FALSE,NA
Ama Dablam,1985,Winter,M,TRUE,FALSE,NA
Ama Dablam,1985,Winter,M,FALSE,FALSE,NA
Ama Dablam,1985,Winter,M,FALSE,FALSE,NA
Ama Dablam,1985,Winter,M,FALSE,FALSE,NA
Ama Dablam,1985,Winter,M,FALSE,FALSE,NA
Ama Dablam,1985,Winter,M,FALSE,FALSE,AMS
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,TRUE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,F,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,FALSE,FALSE,NA
Ama Dablam,1986,Spring,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,F,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1986,Winter,M,FALSE,FALSE,NA
Ama Dablam,1986,Winter,M,FALSE,FALSE,Fall
Ama Dablam,1986,Winter,M,FALSE,FALSE,NA
Ama Dablam,1986,Winter,F,FALSE,FALSE,NA
Ama Dablam,1987,Spring,M,FALSE,FALSE,NA
Ama Dablam,1987,Spring,M,FALSE,FALSE,NA
Ama Dablam,1987,Spring,M,TRUE,FALSE,Exposure / frostbite
Ama Dablam,1987,Spring,M,TRUE,FALSE,NA
Ama Dablam,1987,Spring,M,TRUE,FALSE,NA
Ama Dablam,1987,Spring,M,FALSE,FALSE,NA
Ama Dablam,1987,Spring,M,FALSE,FALSE,NA
Ama Dablam,1987,Spring,M,TRUE,FALSE,NA
Ama Dablam,1987,Spring,M,TRUE,FALSE,NA
Ama Dablam,1987,Spring,M,TRUE,FALSE,NA
Ama Dablam,1987,Spring,M,FALSE,FALSE,NA
Ama Dablam,1987,Spring,M,TRUE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,Illness (non-AMS)
Ama Dablam,1987,Autumn,M,FALSE,FALSE,Illness (non-AMS)
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,Illness (non-AMS)
Ama Dablam,1987,Autumn,M,FALSE,FALSE,Illness (non-AMS)
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1987,Winter,M,TRUE,FALSE,NA
Ama Dablam,1987,Winter,M,FALSE,FALSE,NA
Ama Dablam,1987,Winter,M,TRUE,FALSE,NA
Ama Dablam,1987,Winter,M,TRUE,FALSE,NA
Ama Dablam,1987,Winter,M,TRUE,FALSE,NA
Ama Dablam,1987,Winter,F,TRUE,FALSE,NA
Ama Dablam,1988,Spring,M,FALSE,FALSE,NA
Ama Dablam,1988,Spring,M,FALSE,FALSE,AMS
Ama Dablam,1988,Spring,M,FALSE,FALSE,Falling rock / ice
Ama Dablam,1988,Spring,M,FALSE,FALSE,NA
Ama Dablam,1988,Spring,M,FALSE,FALSE,NA
Ama Dablam,1988,Spring,M,FALSE,TRUE,NA
Ama Dablam,1988,Spring,M,FALSE,FALSE,NA
Ama Dablam,1988,Spring,M,FALSE,FALSE,NA
Ama Dablam,1988,Spring,M,FALSE,FALSE,NA
Ama Dablam,1988,Spring,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1988,Autumn,M,TRUE,FALSE,Exposure / frostbite
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1988,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1988,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1988,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,FALSE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,F,FALSE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,F,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,FALSE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,F,FALSE,FALSE,NA
Ama Dablam,1988,Winter,M,FALSE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1988,Winter,M,TRUE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,F,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,F,FALSE,FALSE,NA
Ama Dablam,1989,Spring,F,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,M,FALSE,FALSE,NA
Ama Dablam,1989,Spring,F,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,F,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,F,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,FALSE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1989,Autumn,M,TRUE,FALSE,NA
Ama Dablam,1990,Spring,M,TRUE,FALSE,NA
Ama Dablam,1990,Spring,M,FALSE,FALSE,NA
Ama Dablam,1990,Spring,M,FALSE,FALSE,NA
Ama Dablam,1990,Spring,M,FALSE,FALSE,NA
Ama Dablam,1990,Spring,M,TRUE,FALSE,NA
Ama Dablam,1990,Spring,F,TRUE,FALSE,NA
Ama Dablam,1990,Spring,M,TRUE,FALSE,NA
